book_id,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_year,publication_year_flag,average_rating_flag,num_pages_raw,page_length_bucket,media_type_hint,num_pages_capped,ratings_count_raw,ratings_count_capped,text_reviews_count_raw,text_reviews_count_capped,authors_raw,authors_clean,canonical_book_id,is_duplicate
7113,The King in the Window,Adam Gopnik / Omar Rayyan,3.6,0786838949,9780786838943,en-US,410,805,108,2006-10-15,Miramax Books,2006,,,410,,,410,805,805,108,108,Adam Gopnik/Omar Rayyan,Adam Gopnik/Omar Rayyan,7113,False
7118,The Karamazov Brothers,Fyodor Dostoyevsky / Ignat Avsey,4.32,0192835092,9780192835093,eng,1054,235,26,1998-08-20,Oxford University Press,1998,,,1054,,,1054,235,235,26,26,Fyodor Dostoyevsky/Ignat Avsey,Fyodor Dostoyevsky/Ignat Avsey,7118,False
7119,The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky / Constance Garnett / Charles Guignon,4.36,0872201937,9780872201934,eng,128,210,14,1993-10-01,Hackett Publishing Company  Inc.,1993,,,128,,,128,210,210,14,14,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,7119,False
7126,The Count of Monte Cristo,Alexandre Dumas / Robin Buss,4.25,0140449264,9780140449266,eng,1276,647271,14249,2003-05-27,Penguin Classics,2003,,,1276,,,1276,647271,597244,14249,14249,Alexandre Dumas/Robin Buss,Alexandre Dumas/Robin Buss,7126,False
7127,The Count of Monte Cristo,Alexandre Dumas / Brantley Johnson / Margaret Brantley,4.25,0743487559,9780743487559,eng,620,193,26,2004-05-01,Simon  Schuster,2004,,,620,,,620,193,193,26,26,Alexandre Dumas/Brantley Johnson/Margaret Brantley,Alexandre Dumas/Brantley Johnson/Margaret Brantley,7127,False
7131,The Count of Monte Cristo,Alexandre Dumas / Lorenzo Carcaterra,4.25,037576030X,9780375760303,eng,1462,9921,586,2002-06-11,Modern Library,2002,,,1462,,,1462,9921,9921,586,586,Alexandre Dumas/Lorenzo Carcaterra,Alexandre Dumas/Lorenzo Carcaterra,7131,False
7135,The Brothers Karamazov,Fyodor Dostoyevsky / Andrew R. MacAndrew / Konstantin Mochulsky,4.32,0553212168,9780553212167,eng,1072,1022,154,1984-04-01,Bantam Classics,1984,,,1072,,,1072,1022,1022,154,154,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,Fyodor Dostoyevsky/Andrew R. MacAndrew/Konstantin Mochulsky,7135,False
7138,Crime and Punishment,Fyodor Dostoyevsky / Leonard Stanton / James D. Hardy Jr. / Sidney Monas / Robin Feuer Miller,4.21,0451530063,9780451530066,en-US,560,2041,183,2006-03-07,Signet,2006,,,560,,,560,2041,2041,183,183,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,Fyodor Dostoyevsky/Leonard Stanton/James D. Hardy Jr./Sidney Monas/Robin Feuer Miller,7138,False
7139,Crime and Punishment in American History,Lawrence M. Friedman,3.86,0465014879,9780465014873,eng,590,112,4,1994-09-09,Basic Books,1994,,,590,,,590,112,112,4,4,Lawrence M. Friedman,Lawrence M. Friedman,7139,False
7140,Crime and Punishment in America,Elliott Currie,3.83,0805060162,9780805060164,eng,240,69,11,1998-10-15,Picador,1998,,,240,,,240,69,69,11,11,Elliott Currie,Elliott Currie,7140,False
7141,Cliffsnotes on Dostoevsky's Crime and Punishment,James Lamar Roberts / Fyodor Dostoyevsky / CliffsNotes,3.72,0764586556,9780764586552,eng,128,30,0,2000-11-07,Cliffs Notes,2000,,,128,,,128,30,30,0,0,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,James Lamar Roberts/Fyodor Dostoyevsky/CliffsNotes,7141,False
7142,On Crimes and Punishments,Cesare Beccaria / David Young,3.92,0915144999,9780915144990,eng,129,1,0,1986-11-01,Hackett Publishing Company  Inc.,1986,,,129,,,129,1,1,0,0,Cesare Beccaria/David Young,Cesare Beccaria/David Young,7142,False
7144,Crime and Punishment,Fyodor Dostoyevsky / David McDuff,4.21,0143058142,9780143058144,eng,671,483122,10265,2002-12-31,Penguin,2002,,,671,,,671,483122,483122,10265,10265,Fyodor Dostoyevsky/David McDuff,Fyodor Dostoyevsky/David McDuff,7144,False
7150,Crime and Punishment (Norton Critical Editions),Fyodor Dostoyevsky / George Gibian / Jessie Coulson,4.21,0393096335,9780393096330,eng,690,34,5,1964-04-01,Norton and Co.,1964,,,690,,,690,34,34,5,5,Fyodor Dostoyevsky/George Gibian/Jessie Coulson,Fyodor Dostoyevsky/George Gibian/Jessie Coulson,7150,False
7154,The Politics of Injustice: Crime and Punishment in America,Katherine Beckett / Theodore Sasson,3.87,0761929940,9780761929949,eng,272,37,2,2003-10-16,Sage Publications  Inc,2003,,,272,,,272,37,37,2,2,Katherine Beckett/Theodore Sasson,Katherine Beckett/Theodore Sasson,7154,False
7160,The Beginning and the End,Naguib Mahfouz,4.08,0385264585,9780385264587,eng,412,363,41,1989-09-20,Anchor Books,1989,,,412,,,412,363,363,41,41,Naguib Mahfouz,Naguib Mahfouz,7160,False
7182,The Black Tulip,Alexandre Dumas / Robin Buss,3.8,0140448926,9780140448924,eng,246,10208,598,2003-04-24,Penguin Classics,2003,,,246,,,246,10208,10208,598,598,Alexandre Dumas/Robin Buss,Alexandre Dumas/Robin Buss,7182,False
7186,La Dame aux Camélias,Alexandre Dumas fils / David Coward,3.99,0192836382,9780192836380,eng,256,15211,411,2000-03-30,Oxford University Press,2000,,,256,,,256,15211,15211,411,411,Alexandre Dumas fils/David Coward,Alexandre Dumas fils/David Coward,7186,False
7188,The Women's War,Alexandre Dumas / Robin Buss,3.93,0140449779,9780140449778,eng,546,292,23,2006-04-27,Penguin Classics,2006,,,546,,,546,292,292,23,23,Alexandre Dumas/Robin Buss,Alexandre Dumas/Robin Buss,7188,False
7197,The Knight of Maison-Rouge,Alexandre Dumas / Julie Rose / Lorenzo Carcaterra,3.89,0812969634,9780812969634,eng,448,1172,70,2004-09-14,Modern Library,2004,,,448,,,448,1172,1172,70,70,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,Alexandre Dumas/Julie Rose/Lorenzo Carcaterra,7197,False
7199,The Way the Crow Flies,Ann-Marie MacDonald,4.09,0060586370,9780060586379,en-US,848,11330,1011,2004-08-31,Harper Perennial,2004,,,848,,,848,11330,11330,1011,1011,Ann-Marie MacDonald,Ann-Marie MacDonald,7199,False
7201,As the Crow Flies,Jeffrey Archer,4.1,0312997116,9780312997113,eng,800,16264,621,2004-05-16,St. Martin's Paperbacks,2004,,,800,,,800,16264,16264,621,621,Jeffrey Archer,Jeffrey Archer,7201,False
7208,Under The Tuscan Sun - At Home In Italy,Frances Mayes,3.75,0767902807,9780767902809,en-US,291,1036,171,1998-08-10,Broadway Books,1998,,,291,,,291,1036,1036,171,171,Frances Mayes,Frances Mayes,7208,False
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,3.9,0785263705,9780785263708,eng,243,96614,3718,2003-07-15,Thomas Nelson,2003,,,243,,,243,96614,96614,3718,3718,Donald Miller,Donald Miller,7214,False
7220,The Secret Life of Bees,Sue Monk Kidd,4.05,0143036408,9780143036401,eng,302,1284,169,2005-10-04,Penguin Books,2005,,,302,,,302,1284,1284,169,169,Sue Monk Kidd,Sue Monk Kidd,7220,False
7230,The Wounded Healer: Ministry in Contemporary Society,Henri J.M. Nouwen,4.26,0232521026,9780232521023,eng,100,8024,317,1994-11-01,Darton  Longman & Todd,1994,,,100,,,100,8024,8024,317,317,Henri J.M. Nouwen,Henri J.M. Nouwen,7230,False
7231,The Dance of Life: Weaving Sorrows and Blessings Into One Joyful Step,Henri J.M. Nouwen / Michael Ford,4.2,1594710872,9781594710872,eng,219,122,11,2006-04-01,Ave Maria Press,2006,,,219,,,219,122,122,11,11,Henri J.M. Nouwen/Michael    Ford,Henri J.M. Nouwen/Michael Ford,7231,False
7240,The Prodigal Son (Roger the Chapman  #15),Kate Sedley,4.07,0727891626,9780727891624,en-GB,252,102,10,2007-02-01,Severn House Publishers,2007,,,252,,,252,102,102,10,10,Kate Sedley,Kate Sedley,7240,False
7244,The Poisonwood Bible,Barbara Kingsolver,4.06,0060786507,9780060786502,eng,546,613758,19846,2005-07-05,Harper Perennial Modern Classics,2005,,,546,,,546,613758,597244,19846,14812,Barbara Kingsolver,Barbara Kingsolver,7244,False
7246,The Poisonwood Bible,Barbara Kingsolver,4.06,057120175X,9780571201754,eng,616,1390,187,2000-01-10,Faber and Faber,2000,,,616,,,616,1390,1390,187,187,Barbara Kingsolver,Barbara Kingsolver,7246,False
7252,How to Make Love Like a Porn Star: A Cautionary Tale,Jenna Jameson / Neil Strauss,3.76,0060539097,9780060539092,eng,592,10537,806,2004-08-17,It Books,2004,,,592,,,592,10537,10537,806,806,Jenna Jameson/Neil Strauss,Jenna Jameson/Neil Strauss,7252,False
7260,Dominion: The Power of Man  the Suffering of Animals  and the Call to Mercy,Matthew Scully,4.16,0312319738,9780312319731,eng,448,1171,135,2003-10-08,St. Martin's Griffin,2003,,,448,,,448,1171,1171,135,135,Matthew Scully,Matthew Scully,7260,False
7263,No Dominion (Joe Pitt  #2),Charlie Huston,3.99,0345478258,9780345478252,eng,251,4698,202,2006-12-26,Del Rey,2006,,,251,,,251,4698,4698,202,202,Charlie Huston,Charlie Huston,7263,False
7264,Dominion (Ollie Chandler #2),Randy Alcorn,4.22,1590525930,9781590525937,eng,603,4180,104,2006-05-01,Multnomah Books,2006,,,603,,,603,4180,4180,104,104,Randy Alcorn,Randy Alcorn,7264,False
7266,O Is for Old Dominion: A Virginia Alphabet,Pamela Duncan Edwards / Troy Howell,3.76,1585361615,9781585361618,eng,40,20,5,2005-09-30,Sleeping Bear Press,2005,,,40,,,40,20,20,5,5,Pamela Duncan Edwards/Troy Howell,Pamela Duncan Edwards/Troy Howell,7266,False
7268,Dominion,Masamune Shirow,3.75,1569714886,9781569714881,eng,225,298,8,2000-05-02,Dark Horse Manga,2000,,,225,,,225,298,298,8,8,Masamune Shirow,Masamune Shirow,7268,False
7269,Essentials of Conservation Biology,Richard B. Primack,3.92,087893720X,9780878937202,eng,585,37,1,2007-06-21,Sinauer Associates,2007,,,585,,,585,37,37,1,1,Richard B. Primack,Richard B. Primack,7269,False
7271,Marine Conservation Biology: The Science of Maintaining the Sea's Biodiversity,Elliott A. Norse / Larry B. Crowder / Michael E. Soulé,4.59,1559636629,9781559636629,eng,496,16,2,2005-05-09,Island Press,2005,,,496,,,496,16,16,2,2,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,Elliott A. Norse/Larry B. Crowder/Michael E. Soulé,7271,False
7277,Key Topics in Conservation Biology,David W. Macdonald / Alonzo C. Addison / Sandra Baker / Mark S. Boyce / David Brown / Stephen Cobb / N. Mark Collins / C. Patrick Doncaster / John E. Fa / Joshua Ginsberg / Susanna B. Hecht / Katrina Service / Steve Albon / Les Firbank / Eli Geffen / Lise Albrechtsen / Elizabeth J. Asteraki / Christian Bonacic / Marcel Cardillo / Chris R. Dickman / Stephen A. Ellwood / H. Resit Akcakaya / Ruth E. Feber,3.33,1405122498,9781405122498,en-GB,307,3,0,2006-01-01,Wiley-Blackwell,2006,,,307,,,307,3,3,0,0,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,David W. Macdonald/Alonzo C. Addison/Sandra Baker/Mark S. Boyce/David Brown/Stephen Cobb/N. Mark Collins/C. Patrick Doncaster/John E. Fa/Joshua Ginsberg/Susanna B. Hecht/Katrina Service/Steve Albon/Les Firbank/Eli Geffen/Lise Albrechtsen/Elizabeth J. Asteraki/Christian Bonacic/Marcel Cardillo/Chris R. Dickman/Stephen A. Ellwood/H. Resit Akcakaya/Ruth E. Feber,7277,False
7286,The Sawtooth Wolves,Jim Dutcher / Eric Baker / Greg Simpson / Richard Ballantine,4.58,0964991500,9780964991507,eng,191,38,2,1996-01-01,Rufus Publications,1996,,,191,,,191,38,38,2,2,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,Jim Dutcher/Eric Baker/Greg Simpson/Richard Ballantine,7286,False
7304,Rainforest Home Remedies: The Maya Way To Heal Your Body and Replenish Your Soul,Rosita Arvigo / Nadine Epstein,4.13,006251637X,9780062516374,eng,221,66,7,2001-01-09,HarperOne,2001,,,221,,,221,66,66,7,7,Rosita Arvigo/Nadine Epstein,Rosita Arvigo/Nadine Epstein,7304,False
7315,Zolar's Encyclopedia and Dictionary of Dreams: Fully Revised and Updated for the 21st Century,Zolar,3.68,0743222636,9780743222631,en-US,480,72,4,2004-06-08,Atria Books,2004,,,480,,,480,72,72,4,4,Zolar,Zolar,7315,False
7321,The Complete Dream Dictionary,Pamela Ball,3.68,0785812148,9780785812142,eng,390,36,0,2000-04-01,Booksales,2000,,,390,,,390,36,36,0,0,Pamela Ball,Pamela Ball,7321,False
7331,Letters from Father Christmas,J.R.R. Tolkien / Baillie Tolkien,4.25,0618512659,9780618512652,eng,111,7043,767,2004-11-15,Mariner Books,2004,,,111,,,111,7043,7043,767,767,J.R.R. Tolkien/Baillie Tolkien,J.R.R. Tolkien/Baillie Tolkien,7331,False
7332,The Silmarillion,J.R.R. Tolkien / Christopher Tolkien / Ted Nasmith,3.92,0618391118,9780618391110,eng,386,166136,4750,2004-11-15,Houghton Mifflin Company,2004,,,386,,,386,166136,166136,4750,4750,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,J.R.R. Tolkien/Christopher Tolkien/Ted Nasmith,7332,False
7336,J.R.R. Tolkien: A Biography,Humphrey Carpenter,4.08,0618057021,9780618057023,eng,288,9057,312,2000-06-06,Mariner Books,2000,,,288,,,288,9057,9057,312,312,Humphrey Carpenter,Humphrey Carpenter,7336,False
7337,The Tolkien Reader,J.R.R. Tolkien / Peter S. Beagle,3.99,0345345061,9780345345066,eng,251,4200,145,1986-11-12,Del Rey,1986,,,251,,,251,4200,4200,145,145,J.R.R. Tolkien/Peter S. Beagle,J.R.R. Tolkien/Peter S. Beagle,7337,False
7338,Tolkien on Film: Essays on Peter Jackson's The Lord of the Rings,Janet Brennan Croft / Mark P. Shea / Amy H. Sturgis,3.79,1887726098,9781887726092,eng,323,39,2,2005-05-09,Mythopoeic Press,2005,,,323,,,323,39,39,2,2,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,Janet Brennan Croft/Mark P. Shea/Amy H. Sturgis,7338,False
7339,The Monsters and the Critics and Other Essays,J.R.R. Tolkien / Christopher Tolkien,3.93,026110263X,9780261102637,eng,240,3441,78,2006-05-02,HarperCollins,2006,,,240,,,240,3441,3441,78,78,J.R.R. Tolkien/Christopher Tolkien,J.R.R. Tolkien/Christopher Tolkien,7339,False
7340,The Maps of Tolkien's Middle-earth,Brian Sibley / John Howe / J.R.R. Tolkien,4.14,061839110X,9780618391103,eng,80,7649,31,2003-10-02,Houghton Mifflin Harcourt,2003,,,80,,,80,7649,7649,31,31,Brian Sibley/John  Howe/J.R.R. Tolkien,Brian Sibley/John Howe/J.R.R. Tolkien,7340,False
7341,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,4.09,0664226108,9780664226107,eng,169,577,67,2003-10-31,Westminster John Knox Press,2003,,,169,,,169,577,577,67,67,Ralph C. Wood,Ralph C. Wood,7341,False
7342,The Treason of Isengard: The History of The Lord of the Rings  Part Two (The History of Middle-earth  #7),J.R.R. Tolkien / Christopher Tolkien,4.17,0261102206,9780261102200,eng,465,102,5,2002-02-04,HarperCollins,2002,,,465,,,465,102,102,5,5,J.R.R. Tolkien/Christopher Tolkien,J.R.R. Tolkien/Christopher Tolkien,7342,False
7343,Tolkien and the Great War: The Threshold of Middle-earth,John Garth,3.71,0618574816,9780618574810,en-US,398,6230,109,2005-06-01,Mariner Books,2005,,,398,,,398,6230,6230,109,109,John Garth,John Garth,7343,False
7344,Tolkien and C.S. Lewis: The Gift of a Friendship,Colin Duriez,4.01,1587680262,9781587680267,eng,244,1354,53,2003-10-08,Paulist Press,2003,,,244,,,244,1354,1354,53,53,Colin Duriez,Colin Duriez,7344,False
7347,The Book of Lost Tales  Part One (The History of Middle-Earth  #1),J.R.R. Tolkien / Christopher Tolkien,3.83,0345375211,9780345375216,eng,367,10727,203,1992-06-01,Del Rey/Ballantine Books,1992,,,367,,,367,10727,10727,203,203,J.R.R. Tolkien/Christopher Tolkien,J.R.R. Tolkien/Christopher Tolkien,7347,False
7348,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,4.05,0007105045,9780007105045,eng,150,2357,97,2001-02-05,HarperCollins Publishers Ltd,2001,,,150,,,150,2357,2357,97,97,J.R.R. Tolkien,J.R.R. Tolkien,7348,False
7351,The Lord of the Rings: The Making of the Movie Trilogy,Brian Sibley / Ian McKellen,4.47,0618260226,9780618260225,eng,192,8051,34,2002-11-06,Mariner Books,2002,,,192,,,192,8051,8051,34,34,Brian Sibley/Ian McKellen,Brian Sibley/Ian McKellen,7351,False
7352,Tolkien: A Look Behind The Lord of the Rings,Lin Carter,3.76,0345215508,9780345215505,eng,211,13,0,1972-08-12,Ballantine Books (NY),1972,,,211,,,211,13,13,0,0,Lin Carter,Lin Carter,7352,False
7353,The Lord of the Rings (The Lord of the Rings  #1-3),J.R.R. Tolkien / Rob Inglis,4.5,1402516274,9781402516276,eng,56,151,16,2002-02-22,Recorded Books  Inc.,2002,,,56,,,56,151,151,16,16,J.R.R. Tolkien/Rob Inglis,J.R.R. Tolkien/Rob Inglis,7353,False
7360,Midnight in the Garden of Good and Evil,John Berendt,3.92,0679643419,9780679643418,eng,388,983,79,2005-09-27,Modern Library,2005,,,388,,,388,983,983,79,79,John Berendt,John Berendt,7360,False
7361,Tom's Midnight Garden,Philippa Pearce,4.07,0140364544,9780140364545,eng,238,155,10,1993-10-28,Puffin Books,1993,,,238,,,238,155,155,10,10,Philippa Pearce,Philippa Pearce,7361,False
7366,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin / Catherine Johnson,4.14,0156031442,9780156031448,eng,358,7633,975,2006-01-02,Harcourt,2006,,,358,,,358,7633,7633,975,975,Temple Grandin/Catherine  Johnson,Temple Grandin/Catherine Johnson,7366,False
7370,God's Covenant with Animals: A Biblical Basis for the Humane Treatment of All Creatures,J.R. Hyland,4.0,1930051158,9781930051157,eng,128,15,4,2000-06-01,Lantern Books,2000,,,128,,,128,15,15,4,4,J.R. Hyland,J.R. Hyland,7370,False
7375,Lafayette,Harlow Giles Unger,4.37,0471468851,9780471468851,eng,452,660,92,2003-11-01,Wiley (TP),2003,,,452,,,452,660,660,92,92,Harlow Giles Unger,Harlow Giles Unger,7375,False
7388,My Pride and Joy: An Autobiography,George Adamson,4.23,0671624970,9780671624972,en-US,304,134,12,1987-12-31,Simon & Schuster,1987,,,304,,,304,134,134,12,12,George  Adamson,George Adamson,7388,False
7389,Runaways  Vol. 1: Pride and Joy,Brian K. Vaughan / Adrian Alphona,3.97,0785113797,9780785113799,eng,144,24754,859,2006-12-06,Marvel,2006,,,144,,,144,24754,24754,859,859,Brian K. Vaughan/Adrian Alphona,Brian K. Vaughan/Adrian Alphona,7389,False
7393,Sky's Pride and Joy (Bachelor Gulch #8),Sandra Steffen,3.33,0373194862,9780373194865,eng,192,3,0,2000-11-24,Silhouette Romance,2000,,,192,,,192,3,3,0,0,Sandra Steffen,Sandra Steffen,7393,False
7400,The Baby Emergency (Tennengarrah Clinic #1),Carol Marinelli,3.6,0263181499,9780263181494,eng,285,0,0,2004-06-01,Mills & Boon,2004,,,285,,,285,0,0,0,0,Carol Marinelli,Carol Marinelli,7400,False
7415,The Shaping of America: A Geographical Perspective on 500 Years of History: Volume 2: Continental America  1800-1867,D.W. Meinig,4.19,0300062907,9780300062908,eng,636,26,2,1995-02-22,Yale University Press,1995,,,636,,,636,26,26,2,2,D.W. Meinig,D.W. Meinig,7415,False
7420,The Basic Bakunin,Mikhail Bakunin / Robert M. Cutler,3.77,0879757450,9780879757458,eng,248,100,3,1992-05-01,Prometheus Books,1992,,,248,,,248,100,100,3,3,Mikhail Bakunin/Robert M. Cutler,Mikhail Bakunin/Robert M. Cutler,7420,False
7422,Berlioz: Servitude and Greatness  1832-1869 (Volume 2),David Cairns,4.27,0520240588,9780520240582,en-US,907,3,0,2003-10-01,University of California Press,2003,,,907,,,907,3,3,0,0,David Cairns,David Cairns,7422,False
7430,The Nubian Prince,Juan Bonilla / Esther Allen,3.54,0805077812,9780805077810,en-US,258,61,10,2006-06-27,Metropolitan Books,2006,,,258,,,258,61,61,10,10,Juan Bonilla/Esther Allen,Juan Bonilla/Esther Allen,7430,False
7432,Pardonable Lies (Maisie Dobbs  #3),Jacqueline Winspear,4.09,0312426216,9780312426217,eng,359,23318,1704,2006-06-27,Picador USA,2006,,,359,,,359,23318,23318,1704,1704,Jacqueline Winspear,Jacqueline Winspear,7432,False
7437,Naked Lunch,William S. Burroughs / James Grauerholz / Barry Miles,3.46,0802140181,9780802140180,eng,289,65998,2497,2004-01-26,Grove Press,2004,,,289,,,289,65998,65998,2497,2497,William S. Burroughs/James Grauerholz/Barry Miles,William S. Burroughs/James Grauerholz/Barry Miles,7437,False
7439,Naked Lunch: The Restored Text,William S. Burroughs,3.46,0007204442,9780007204441,eng,289,509,65,2005-05-03,HarperCollins Publishers,2005,,,289,,,289,509,509,65,65,William S. Burroughs,William S. Burroughs,7439,False
7444,The Electric Kool-aid Acid Test/The Kandy Kolored Tangerine Flake Streamline Baby/Radical Chic & Mau Mauing the Flak Catchers,Tom Wolfe,3.97,0965079929,9780965079921,eng,943,299,14,1990-12-01,Quality Paperback Book Club,1990,,,943,,,943,299,299,14,14,Tom Wolfe,Tom Wolfe,7444,False
7445,The Glass Castle,Jeannette Walls,4.27,074324754X,9780743247542,eng,288,808656,46176,2006-01-17,Scribner,2006,,,288,,,288,808656,597244,46176,14812,Jeannette Walls,Jeannette Walls,7445,False
7453,Same Sex in the City,Lauren Levin / Lauren Blitzer,3.62,1416916326,9781416916321,eng,250,389,37,2006-06-01,Gallery Books,2006,,,250,,,250,389,389,37,37,Lauren  Levin/Lauren Blitzer,Lauren Levin/Lauren Blitzer,7453,False
7454,Sex and the City: Kiss and Tell,Amy Sohn / Sarah Jessica Parker,4.01,0743456815,9780743456814,en-US,160,86,6,2002-10-15,Pocket Books,2002,,,160,,,160,86,86,6,6,Amy Sohn/Sarah Jessica Parker,Amy Sohn/Sarah Jessica Parker,7454,False
7477,Human Traces,Sebastian Faulks,3.63,0375502262,9780375502262,en-US,563,39,12,2006-09-30,Random House (NY),2006,,,563,,,563,39,39,12,12,Sebastian Faulks,Sebastian Faulks,7477,False
7480,The Girl at the Lion d'Or,Sebastian Faulks,3.58,0375704531,9780375704536,eng,246,4630,272,1999-12-07,Vintage,1999,,,246,,,246,4630,4630,272,272,Sebastian Faulks,Sebastian Faulks,7480,False
7482,Human Traces,Sebastian Faulks,3.63,0099458268,9780099458265,eng,793,3541,274,2006-07-06,Vintage,2006,,,793,,,793,3541,3541,274,274,Sebastian Faulks,Sebastian Faulks,7482,False
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.93,0375705244,9780375705243,eng,290,37996,1631,2002-02-05,BALLANTINE BOOKS,2002,,,290,,,290,37996,37996,1631,1631,Joseph J. Ellis,Joseph J. Ellis,7493,False
7494,Suzanne's Diary for Nicholas,James Patterson,4.17,0446611085,9780446611084,eng,289,131662,4267,2003-08-01,Vision,2003,,,289,,,289,131662,131662,4267,4267,James Patterson,James Patterson,7494,False
7501,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,3.68,0349107866,9780349107868,en-GB,634,87,7,1997-03-03,Abacus,1997,,,634,,,634,87,87,7,7,Daniel Jonah Goldhagen,Daniel Jonah Goldhagen,7501,False
7503,Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,Daniel Jonah Goldhagen,3.68,344275500X,9783442755004,ger,728,6,1,1999-07-01,Wilhelm Goldmann Verlag  GmbH,1999,,,728,,,728,6,6,1,1,Daniel Jonah Goldhagen,Daniel Jonah Goldhagen,7503,False
7505,Beach Girls,Luanne Rice,4.06,0553587242,9780553587241,eng,448,8113,234,2004-08-03,Bantam,2004,,,448,,,448,8113,8113,234,234,Luanne Rice,Luanne Rice,7505,False
7510,The Beach House,James Patterson / Peter de Jonge,3.84,0446612545,9780446612548,eng,356,74386,1674,2003-05-01,Grand Central Publishing,2003,,,356,,,356,74386,74386,1674,1674,James Patterson/Peter de Jonge,James Patterson/Peter de Jonge,7510,False
7512,The Beach House (Beach House #1),Mary Alice Monroe,4.2,0778322947,9780778322948,eng,491,10716,1029,2006-04-25,Mira Books,2006,,,491,,,491,10716,10716,1029,1029,Mary Alice Monroe,Mary Alice Monroe,7512,False
7515,The Beach House,James Patterson / Peter de Jonge,3.84,0316969680,9780316969680,eng,358,717,57,2002-06-10,Little  Brown and Company,2002,,,358,,,358,717,717,57,57,James Patterson/Peter de Jonge,James Patterson/Peter de Jonge,7515,False
7520,Path of the Assassin (Scot Harvath  #2),Brad Thor,4.17,141651631X,9781416516316,eng,367,15270,485,2005-07-01,Pocket Books,2005,,,367,,,367,15270,15270,485,485,Brad Thor,Brad Thor,7520,False
7524,Presidential Assassins (History Makers),Patricia D. Netzley,3.6,1560066237,9781560066231,eng,112,5,1,1999-09-01,Lucent Books,1999,,,112,,,112,5,5,1,1,Patricia D. Netzley,Patricia D. Netzley,7524,False
7526,The Blind Side: Evolution of a Game,Michael Lewis,4.18,039306123X,9780393061239,eng,304,24677,1924,2006-09-17,W. W. Norton  Company,2006,,,304,,,304,24677,24677,1924,1924,Michael   Lewis,Michael Lewis,7526,False
7527,The Blind Watchmaker,Richard Dawkins,4.08,0393315703,9780393315707,eng,468,1093,77,1996-09-17,W. W. Norton  Company,1996,,,468,,,468,1093,1093,77,77,Richard Dawkins,Richard Dawkins,7527,False
7529,I Love Everybody (and Other Atrocious Lies),Laurie Notaro,3.97,0812969006,9780812969009,en-US,228,9648,587,2004-06-08,Villard Books,2004,,,228,,,228,9648,9648,587,587,Laurie Notaro,Laurie Notaro,7529,False
7530,Autobiography of a Fat Bride: True Tales of a Pretend Adulthood,Laurie Notaro,3.98,037576092X,9780375760921,en-US,257,8009,455,2003-07-08,Villard,2003,,,257,,,257,8009,8009,455,455,Laurie Notaro,Laurie Notaro,7530,False
7531,The Idiot Girls' Action-Adventure Club: True Tales from a Magnificent and Clumsy Life,Laurie Notaro,3.88,0375760911,9780375760914,en-GB,225,16133,1099,2002-07-02,Villard,2002,,,225,,,225,16133,16133,1099,1099,Laurie Notaro,Laurie Notaro,7531,False
7533,We Thought You Would Be Prettier: True Tales of the Dorkiest Girl Alive,Laurie Notaro,3.92,0812969014,9780812969016,eng,223,10040,439,2005-04-19,Villard,2005,,,223,,,223,10040,10040,439,439,Laurie Notaro,Laurie Notaro,7533,False
7534,There's a (Slight) Chance I Might Be Going to Hell: A Novel of Sewer Pipes  Pageant Queens  and Big Trouble,Laurie Notaro,3.55,1400065011,9781400065011,eng,320,36,8,2007-05-29,Villard,2007,,,320,,,320,36,36,8,8,Laurie Notaro,Laurie Notaro,7534,False
